¿Qué animal produce seda?,Gusano de seda,Abeja,Oruga,Cangrejo,Fácil,Naturaleza
¿Cuál es el estado sólido del agua?,Hielo,Agua,Vapor,Plasma,Fácil,Ciencia
¿En qué país se encuentra la Acrópolis?,Grecia,Italia,Francia,Turquía,Fácil,Historia
¿Qué sentido usamos para escuchar?,Oído,Tacto,Gusto,Vista,Fácil,Ciencia
¿Qué océano está al oeste de América?,Pacífico,Atlántico,Índico,Ártico,Fácil,Geografía
¿Qué animal es un reptil?,Cocodrilo,Rana,Gato,Paloma,Fácil,Naturaleza
¿Quién fue Alejandro Magno?,Conquistador macedonio,Rey persa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene los objetos en la Tierra?,Gravedad,Magnetismo,Presión,Inercia,Fácil,Ciencia
¿Cuántos continentes existen?,Siete,Cinco,Seis,Ocho,Fácil,Geografía
¿En qué país está el río Amazonas?,Brasil,Perú,Colombia,Venezuela,Media,Geografía
¿Qué animal es carnívoro?,Tigre,Vaca,Oveja,Cabra,Media,Naturaleza
¿Qué científico formuló la ley de la gravitación universal?,Newton,Einstein,Galileo,Kepler,Media,Ciencia
¿Qué civilización construyó Machu Picchu?,Inca,Maya,Azteca,Olmeca,Media,Historia
¿Qué río pasa por Londres?,Tamesis,Rin,Danubio,Seine,Media,Geografía
¿Qué vitamina ayuda a la coagulación?,Vitamina K,Vitamina A,Vitamina C,Vitamina D,Media,Ciencia
¿Qué animal vive en la tundra?,Reno,León,Camello,Mono,Media,Naturaleza
¿Quién fue Ramsés II?,Faraón egipcio,Rey persa,Emperador romano,General griego,Media,Historia
¿Qué país tiene más población de habla árabe?,Egipto,Arabia Saudita,Marruecos,Argelia,Media,Geografía
¿Qué ácido se encuentra en el estómago?,Ácido clorhídrico,Ácido sulfúrico,Ácido acético,Ácido nítrico,Media,Ciencia
¿Qué animal es ovovivíparo?,Tiburón,Gallina,Rana,Paloma,Media,Naturaleza
¿Quién escribió La Eneida?,Virgilio,Homero,Ovidio,Platón,Media,Historia
¿Qué mar separa Arabia de África?,Mar Rojo,Mar Negro,Mar Caspio,Mar Arábigo,Media,Geografía
¿Qué órgano filtra toxinas?,Hígado,Riñón,Corazón,Pulmón,Media,Ciencia
¿Qué animal vive en arrecifes?,Pez payaso,Atún,Carpa,Lucio,Media,Naturaleza
¿Dónde se encuentra el desierto de Karakum?,Turkmenistán,Irán,Irak,Omán,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Tb?,Terbio,Telurio,Titanio,Tántalo,Muy Difícil,Ciencia
¿Qué cultura construyó El Tajín?,Totonaca,Olmeca,Maya,Azteca,Muy Difícil,Historia
¿Qué animal resiste presiones extremas?,Anfípodo abisal,Cangrejo,Calamar,Pez espada,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Barents?,Ártico,Atlántico,Índico,Pacífico,Muy Difícil,Geografía
¿Qué científico formuló la mecánica cuántica matricial?,Heisenberg,Schrödinger,Dirac,Bohr,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Nínive?,Asirio,Babilónico,Persa,Hitita,Muy Difícil,Historia
¿Qué animal detecta infrasonidos?,Elefante,Perro,Gato,Caballo,Muy Difícil,Naturaleza
¿Dónde está el desierto de Kalahari?,África austral,Sáhara,Gobi,Atacama,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 72?,Hafnio,Tántalo,Wolframio,Renio,Muy Difícil,Ciencia
¿Qué civilización construyó Tepe Sialk?,Elamita,Sumeria,Asiria,Hitita,Muy Difícil,Historia
¿Qué animal puede regenerar brazos?,Estrella de mar,Pulpo,Cangrejo,Langosta,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Kosciuszko?,Australia,Nueva Zelanda,Indonesia,Papúa,Muy Difícil,Geografía
¿Qué científico descubrió la ley de Avogadro?,Avogadro,Dalton,Boyle,Gay-Lussac,Muy Difícil,Ciencia
¿Qué reino africano controló Benín antiguo?,Edo,Yoruba,Mali,Songhai,Muy Difícil,Historia
¿Qué animal puede sobrevivir en agua salobre?,Cangrejo violinista,Delfín,Atún,Ballena,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Scotia?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Dinamarca?,Copenhague,Aarhus,Odense,Aalborg,Fácil,Geografía
¿Qué animal es un marsupial?,Wallaby,Koala,León,Elefante,Fácil,Naturaleza
¿Cuántos segundos tiene un minuto?,60,50,100,90,Fácil,Ciencia
¿Quién pintó La Gioconda?,Leonardo da Vinci,Michelangelo,Rembrandt,Picasso,Fácil,Historia
¿Qué planeta tiene los anillos más visibles?,Saturno,Júpiter,Urano,Neptuno,Fácil,Ciencia
¿En qué continente está Venezuela?,América del Sur,Europa,Asia,África,Fácil,Geografía
¿Qué animal produce lana?,Oveja,Cabra,Vaca,Conejo,Fácil,Naturaleza
¿Cuál es el estado gaseoso del agua?,Vapor,Agua,Hielo,Plasma,Fácil,Ciencia
¿En qué país se encuentra la ciudad de Petra?,Jordania,Egipto,Turquía,Irak,Fácil,Historia
¿Qué sentido usamos para ver?,Vista,Oído,Tacto,Gusto,Fácil,Ciencia
¿Qué océano está al este de África?,Índico,Atlántico,Pacífico,Ártico,Fácil,Geografía
¿Qué animal es un anfibio?,Rana,Cocodrilo,Serpiente,Paloma,Fácil,Naturaleza
¿Quién fue Carlomagno?,Emperador europeo,Rey persa,Faraón,General griego,Fácil,Historia
¿Qué fuerza mantiene los satélites en órbita?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos hemisferios tiene un planeta?,Dos,Uno,Tres,Cuatro,Fácil,Geografía
¿En qué país está el río Mekong?,Vietnam,Tailandia,China,Laos,Media,Geografía
¿Qué animal es un omnívoro?,Oso,Vaca,Tigre,Águila,Media,Naturaleza
¿Qué científico formuló la ley de Coulomb?,Coulomb,Ohm,Faraday,Gauss,Media,Ciencia
¿Qué civilización construyó la Gran Muralla China?,China antigua,Mongoles,Persas,Egipcios,Media,Historia
¿Qué río cruza Berlín?,Spree,Rin,Danubio,Elba,Media,Geografía
¿Qué vitamina ayuda a la vista?,Vitamina A,Vitamina C,Vitamina D,Vitamina K,Media,Ciencia
¿Qué animal migra hacia el sur en invierno?,Ganso,Pingüino,León,Canguro,Media,Naturaleza
¿Quién fue Juana de Arco?,Heroína francesa,Reina inglesa,Faraón,General romano,Media,Historia
¿Qué país tiene más glaciares?,Islandia,Canadá,Noruega,Chile,Media,Geografía
¿Qué gas mantiene la respiración humana?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal es ovíparo?,Gallina,Perro,Gato,Elefante,Media,Naturaleza
¿Quién escribió El Quijote?,Miguel de Cervantes,Lope de Vega,Quevedo,Calderón,Media,Historia
¿Qué mar separa Europa de Asia?,Mar Negro,Mar Mediterráneo,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano produce enzimas digestivas?,Páncreas,Hígado,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en los bosques boreales?,Alce,Camello,León,Mono,Media,Naturaleza
¿Dónde se encuentra el desierto de Thar?,India y Pakistán,China,Mongolia,Arabia,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Lu?,Lutecio,Litio,Lawrencio,Lantano,Muy Difícil,Ciencia
¿Qué cultura construyó Copán?,Maya,Olmeca,Azteca,Inca,Muy Difícil,Historia
¿Qué animal soporta temperaturas bajo cero?,Zorro ártico,Camello,Serpiente,Rata,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Kara?,Rusia,Ártico,Pacífico,Atlántico,Muy Difícil,Geografía
¿Qué científico formuló la ecuación de Dirac?,Dirac,Schrödinger,Heisenberg,Pauli,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Babilonia?,Babilónico,Asirio,Persa,Hitita,Muy Difícil,Historia
¿Qué animal detecta campos eléctricos?,Pez cuchillo,Tiburón,Delfín,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Lut?,Irán,Afganistán,Pakistán,Iraq,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 67?,Holmio,Gadolinio,Disprosio,Terbio,Muy Difícil,Ciencia
¿Qué civilización construyó Tiahuanaco?,Tiahuanaco,Inca,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal puede regenerar su intestino?,Pepino de mar,Estrella de mar,Salamandra,Medusa,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Logan?,Canadá,EE.UU.,Groenlandia,Noruega,Muy Difícil,Geografía
¿Qué científico descubrió el neutrino?,Pauli,Fermi,Dirac,Bohr,Muy Difícil,Ciencia
¿Qué reino africano controló Gao?,Songhai,Mali,Aksum,Kush,Muy Difícil,Historia
¿Qué animal sobrevive en hipoxia extrema?,Topo desnudo,Rata,Perro,Gato,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Weddell?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Finlandia?,Helsinki,Tampere,Turku,Espoo,Fácil,Geografía
¿Qué animal es un marsupial?,Canguro,Koala,León,Elefante,Fácil,Naturaleza
¿Cuántos segundos hay en una hora?,3600,360,600,1800,Fácil,Ciencia
¿Quién pintó La Noche Estrellada?,Vincent van Gogh,Leonardo da Vinci,Picasso,Rembrandt,Fácil,Historia
¿Qué planeta es conocido como el planeta rojo?,Marte,Júpiter,Saturno,Venus,Fácil,Ciencia
¿En qué continente está Ecuador?,América del Sur,Europa,Asia,África,Fácil,Geografía
¿Qué animal produce miel?,Abeja,Oruga,Cangrejo,Gusano,Fácil,Naturaleza
¿Cuál es el estado líquido del agua?,Agua,Hielo,Vapor,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Coliseo?,Italia,Grecia,Francia,Turquía,Fácil,Historia
¿Qué sentido usamos para oler?,Olfato,Vista,Oído,Tacto,Fácil,Ciencia
¿Qué océano está al este de Australia?,Pacífico,Atlántico,Índico,Ártico,Fácil,Geografía
¿Qué animal es un reptil?,Lagarto,Rana,Gato,Paloma,Fácil,Naturaleza
¿Quién fue Napoleón Bonaparte?,General francés,Rey inglés,Faraón,Explorador,Fácil,Historia
¿Qué fuerza mantiene los planetas en órbita?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos continentes existen?,Siete,Cinco,Seis,Ocho,Fácil,Geografía
¿En qué país está el río Congo?,República Democrática del Congo,Angola,Camerún,Zambia,Media,Geografía
¿Qué animal es un carnívoro?,León,Vaca,Oveja,Cabra,Media,Naturaleza
¿Qué científico formuló la teoría atómica?,Dalton,Einstein,Newton,Bohr,Media,Ciencia
¿Qué civilización construyó Teotihuacán?,Mesoamericana,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza Roma?,Tíber,Rin,Danubio,Elba,Media,Geografía
¿Qué vitamina ayuda al sistema inmunológico?,Vitamina C,Vitamina D,Vitamina A,Vitamina K,Media,Ciencia
¿Qué animal vive en selvas tropicales?,Jaguar,Oso polar,Pingüino,Reno,Media,Naturaleza
¿Quién fue Pericles?,Líder ateniense,Rey persa,Faraón,Emperador romano,Media,Historia
¿Qué país tiene más desiertos?,Australia,China,Estados Unidos,Argelia,Media,Geografía
¿Qué gas es esencial para la respiración?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal es ovíparo?,Gallina,Perro,Gato,Elefante,Media,Naturaleza
¿Quién escribió El arte de la guerra?,Sun Tzu,Confucio,Lao Tse,Mencio,Media,Historia
¿Qué mar separa Turquía de Ucrania?,Mar Negro,Mar Caspio,Mar Egeo,Mar Rojo,Media,Geografía
¿Qué órgano filtra la sangre?,Riñón,Hígado,Corazón,Pulmón,Media,Ciencia
¿Qué animal vive en zonas alpinas?,Cabra montés,Camello,Mono,Tapir,Media,Naturaleza
¿Dónde está el desierto de Great Victoria?,Australia,China,Chile,Arabia,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Yb?,Yterbio,Yodo,Ytrio,Zinc,Muy Difícil,Ciencia
¿Qué cultura construyó Cerro Sechín?,Sechín,Inca,Moche,Nazca,Muy Difícil,Historia
¿Qué animal tolera congelación celular?,Rana de madera,Oso,Serpiente,Caracol,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Riiser Larsen?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico formuló la constante de Planck?,Planck,Einstein,Bohr,Dirac,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Pasargada?,Persa,Medo,Asirio,Babilónico,Muy Difícil,Historia
¿Qué animal puede detectar campos eléctricos?,Pez gato,Tiburón,Delfín,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Tanezrouft?,Argelia,Marruecos,Libia,Mauritania,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 64?,Gadolinio,Terbio,Disprosio,Europio,Muy Difícil,Ciencia
¿Qué civilización construyó Dzibilchaltún?,Maya,Olmeca,Azteca,Zapoteca,Muy Difícil,Historia
¿Qué animal regenera aletas?,Pez cebra,Atún,Tiburón,Carpa,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Puncak Jaya?,Indonesia,Papúa,Filipinas,Malasia,Muy Difícil,Geografía
¿Qué científico formuló la ley de Hubble?,Hubble,Einstein,Slipher,Hoyle,Muy Difícil,Ciencia
¿Qué reino africano controló Gao?,Songhai,Mali,Aksum,Kush,Muy Difícil,Historia
¿Qué animal sobrevive a hipoxia extrema?,Topo desnudo,Rata,Perro,Gato,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Cooperation?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Noruega?,Oslo,Bergen,Trondheim,Stavanger,Fácil,Geografía
¿Qué animal es un marsupial?,Wallaby,Koala,León,Elefante,Fácil,Naturaleza
¿Cuántos minutos hay en un día?,1440,1200,1000,1500,Fácil,Ciencia
¿Quién pintó La Persistencia de la Memoria?,Salvador Dalí,Picasso,Leonardo da Vinci,Michelangelo,Fácil,Historia
¿Qué planeta es el más grande del sistema solar?,Júpiter,Saturno,Urano,Neptuno,Fácil,Ciencia
¿En qué continente está Colombia?,América del Sur,Europa,Asia,África,Fácil,Geografía
¿Qué animal produce seda?,Gusano de seda,Abeja,Oruga,Cangrejo,Fácil,Naturaleza
¿Cuál es el estado gaseoso del agua?,Vapor,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Taj Mahal?,India,Paquistán,Nepal,Bangladesh,Fácil,Historia
¿Qué sentido usamos para saborear?,Gusto,Oído,Vista,Tacto,Fácil,Ciencia
¿Qué océano está al norte de América del Norte?,Ártico,Atlántico,Pacífico,Índico,Fácil,Geografía
¿Qué animal es un anfibio?,Salamandra,Cocodrilo,Serpiente,Gato,Fácil,Naturaleza
¿Quién fue Marco Polo?,Explorador italiano,Rey persa,General romano,Faraón,Historia,Fácil
¿Qué fuerza mantiene la Luna en órbita?,Gravedad,Magnetismo,Presión,Inercia,Fácil,Ciencia
¿Cuántos océanos existen?,Cinco,Cuatro,Seis,Siete,Fácil,Geografía
¿En qué país se encuentra el río Yangtsé?,China,India,Tailandia,Myanmar,Media,Geografía
¿Qué animal es un herbívoro?,Elefante,Tigre,Oso Ártico,Gato,Media,Naturaleza
¿Qué científico desarrolló la teoría de la evolución?,Darwin,Newton,Einstein,Galileo,Media,Ciencia
¿Qué civilización construyó Angkor Wat?,Jemer,Maya,Azteca,Inca,Media,Historia
¿Qué río cruza Estambul?,Bósforo,Tíber,Danubio,Seine,Media,Geografía
¿Qué vitamina ayuda a la coagulación?,Vitamina K,Vitamina C,Vitamina A,Vitamina D,Media,Ciencia
¿Qué animal vive en la taiga?,Alce,León,Camello,Mono,Media,Naturaleza
¿Quién fue Carlomagno?,Emperador europeo,Rey persa,Faraón,General griego,Media,Historia
¿Qué país tiene más islas?,Suecia,Indonesia,Filipinas,Noruega,Media,Geografía
¿Qué gas causa efecto invernadero?,Dióxido de carbono,Oxígeno,Nitrógeno,Helio,Media,Ciencia
¿Qué animal es venenoso?,Serpiente,Perro,Gato,Caballo,Media,Naturaleza
¿Quién escribió Hamlet?,Shakespeare,Dante,Goethe,Molière,Media,Historia
¿Qué mar separa Europa de África?,Mediterráneo,Rojo,Negro,Báltico,Media,Geografía
¿Qué órgano produce insulina?,Páncreas,Hígado,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en estepas?,Bisonte,Camello,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Namib?,Namibia,Chad,Níger,Egipto,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Tm?,Tulio,Tantalio,Terbio,Telurio,Muy Difícil,Ciencia
¿Qué cultura construyó Cacaxtla?,Olmeca,Maya,Zapoteca,Teotihuacana,Muy Difícil,Historia
¿Qué animal puede regenerar retina?,Pez cebra,Rata,Salamandra,Pulpo,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Belukha?,Rusia,Kazajistán,Mongolia,China,Muy Difícil,Geografía
¿Qué científico formuló la teoría del Big Bang?,Lemaître,Hubble,Einstein,Hoyle,Muy Difícil,Ciencia
¿Qué reino africano controló Kerma?,Kush,Aksum,Mali,Songhai,Muy Difícil,Historia
¿Qué animal sobrevive en desiertos fríos?,Zorro ártico,Camello,Escorpión,Serpiente,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Mawson?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 71?,Lutecio,Iterbio,Erbio,Disprosio,Muy Difícil,Ciencia
¿Qué civilización construyó Monte Alban?,Zapoteca,Maya,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal puede regenerar corazón?,Pez cebra,Rata,Pulpo,Salamandra,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Ararat?,Turquía,Irán,Armenia,Georgia,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Islandia?,Reikiavik,Akureyri,Keflavík,Selfoss,Fácil,Geografía
¿Qué animal es un marsupial?,Dunnart,Koala,Canguro,León,Fácil,Naturaleza
¿Cuántos días tiene un año común?,365,366,364,367,Fácil,Ciencia
¿Quién pintó Las Meninas?,Diego Velázquez,Picasso,Leonardo da Vinci,Michelangelo,Fácil,Historia
¿Qué planeta tiene más satélites naturales?,Júpiter,Saturno,Urano,Neptuno,Fácil,Ciencia
¿En qué continente está Bolivia?,América del Sur,Europa,Asia,África,Fácil,Geografía
¿Qué animal produce cera?,Abeja,Gusano de seda,Cangrejo,Oruga,Fácil,Naturaleza
¿Cuál es el estado sólido del agua?,Hielo,Agua,Vapor,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Partenón?,Grecia,Italia,Francia,Turquía,Fácil,Historia
¿Qué sentido usamos para escuchar?,Oído,Vista,Tacto,Gusto,Fácil,Ciencia
¿Qué océano está al oeste de América?,Pacífico,Atlántico,Índico,Ártico,Fácil,Geografía
¿Qué animal es un anfibio?,Rana,Cocodrilo,Serpiente,Gato,Fácil,Naturaleza
¿Quién fue Cleopatra?,Reina egipcia,Emperador romano,Rey persa,General griego,Fácil,Historia
¿Qué fuerza mantiene los objetos en la Tierra?,Gravedad,Magnetismo,Presión,Inercia,Fácil,Ciencia
¿Cuántos continentes existen?,Siete,Cinco,Seis,Ocho,Fácil,Geografía
¿En qué país se encuentra el río Danubio?,Alemania,Austria,Hungría,Todos los anteriores,Media,Geografía
¿Qué animal es carnívoro?,Tigre,Vaca,Oveja,Cabra,Media,Naturaleza
¿Qué científico desarrolló la teoría de la relatividad especial?,Einstein,Newton,Galileo,Bohr,Media,Ciencia
¿Qué civilización construyó la ciudad de Teotihuacán?,Mesoamericana,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza París?,Sena,Rin,Danubio,Elba,Media,Geografía
¿Qué vitamina ayuda a la vista?,Vitamina A,Vitamina C,Vitamina D,Vitamina K,Media,Ciencia
¿Qué animal migra largas distancias?,Mariposa monarca,León,Oso,Gato,Media,Naturaleza
¿Quién fue Gengis Kan?,Conquistador mongol,Rey inglés,Faraón,General francés,Media,Historia
¿Qué país tiene más glaciares?,Chile,Islandia,Canadá,Noruega,Media,Geografía
¿Qué gas es necesario para la fotosíntesis?,Dióxido de carbono,Oxygen,Nitrógeno,Helio,Media,Ciencia
¿Qué animal es venenoso?,Serpiente,Perro,Gato,Caballo,Media,Naturaleza
¿Quién escribió La Ilíada?,Homero,Platón,Sócrates,Aristóteles,Media,Historia
¿Qué mar separa Europa de Asia?,Egeo,Adriático,Tirreno,Mar Negro,Media,Geografía
¿Qué órgano produce bilis?,Hígado,Páncreas,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en tundra?,Reno,León,Camello,Mono,Media,Naturaleza
¿Dónde se encuentra el desierto de Gobi?,Mongolia,China,Kazajistán,Rusia,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Tm?,Tulio,Tantalio,Terbio,Telurio,Muy Difícil,Ciencia
¿Qué cultura construyó Caral?,Caral,Mochica,Maya,Olmeca,Muy Difícil,Historia
¿Qué animal resiste congelación prolongada?,Rana de madera,Oso,Serpiente,Caracol,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Amundsen?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico formuló la teoría de la relatividad general?,Einstein,Newton,Galileo,Bohr,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Aksum?,Aksumita,Mali,Songhai,Kush,Muy Difícil,Historia
¿Qué animal percibe campos magnéticos?,Tortuga marina,Delfín,Foca,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Lut?,Irán,Afganistán,Pakistán,Iraq,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 67?,Holmio,Gadolinio,Disprosio,Terbio,Muy Difícil,Ciencia
¿Qué civilización construyó Tiahuanaco?,Tiahuanaco,Inca,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal puede regenerar corazón?,Pez cebra,Rata,Pulpo,Salamandra,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Logan?,Canadá,EE.UU.,Groenlandia,Noruega,Muy Difícil,Geografía
¿Qué científico descubrió el neutrino?,Pauli,Fermi,Dirac,Bohr,Muy Difícil,Ciencia
¿Qué reino africano controló Ghana?,Ghana,Mali,Songhai,Aksum,Muy Difícil,Historia
¿Qué animal sobrevive sin agua meses?,Rata canguro,Camello,Escorpión,Serpiente,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Riiser-Larsen?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Bélgica?,Bruselas,Amberes,Gante,Lieja,Fácil,Geografía
¿Qué animal es un marsupial?,Canguro,Koala,León,Elefante,Fácil,Naturaleza
¿Cuántos meses tiene un año?,Doce,Once,Diez,Trece,Fácil,Ciencia
¿Quién pintó El Grito?,Edvard Munch,Picasso,Van Gogh,Rembrandt,Fácil,Historia
¿Qué planeta es más cercano al Sol?,Mercurio,Venus,Marte,Júpiter,Fácil,Ciencia
¿En qué continente está Uruguay?,América del Sur,Europa,Asia,África,Fácil,Geografía
¿Qué animal produce látex natural?,Hevea,Abeja,Cangrejo,Gusano,Fácil,Naturaleza
¿Cuál es el estado gaseoso del oxígeno?,Oxígeno,Agua,Hielo,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Coliseo Romano?,Italia,Grecia,Francia,Turquía,Fácil,Historia
¿Qué sentido usamos para oír?,Oído,Vista,Gusto,Tacto,Fácil,Ciencia
¿Qué océano está al este de África?,Índico,Atlántico,Pacífico,Ártico,Fácil,Geografía
¿Qué animal es un reptil?,Cocodrilo,Rana,Gato,Paloma,Fácil,Naturaleza
¿Quién fue Alejandro Magno?,Conquistador macedonio,Rey persa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene los planetas en órbita?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos continentes hay en la Tierra?,Siete,Cinco,Seis,Ocho,Fácil,Geografía
¿En qué país está el río Nilo?,Egipto,Sudán,Kenia,Etiopía,Media,Geografía
¿Qué animal es carnívoro?,Tigre,Vaca,Oveja,Cabra,Media,Naturaleza
¿Qué científico desarrolló la teoría de la relatividad?,Einstein,Newton,Galileo,Kepler,Media,Ciencia
¿Qué civilización construyó Machu Picchu?,Inca,Maya,Azteca,Olmeca,Media,Historia
¿Qué río pasa por París?,Sena,Rin,Danubio,Elba,Media,Geografía
¿Qué vitamina ayuda a la coagulación?,Vitamina K,Vitamina A,Vitamina C,Vitamina D,Media,Ciencia
¿Qué animal vive en la tundra?,Reno,León,Camello,Mono,Media,Naturaleza
¿Quién fue Juana de Arco?,Heroína francesa,Reina inglesa,Faraón,General romano,Media,Historia
¿Qué país tiene más glaciares?,Islandia,Chile,Canadá,Noruega,Media,Geografía
¿Qué gas mantiene la respiración humana?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal es ovíparo?,Gallina,Perro,Gato,Elefante,Media,Naturaleza
¿Quién escribió El Quijote?,Miguel de Cervantes,Lope de Vega,Quevedo,Calderón,Media,Historia
¿Qué mar separa Europa de África?,Mar Mediterráneo,Mar Rojo,Mar Negro,Mar Báltico,Media,Geografía
¿Qué órgano produce bilis?,Hígado,Páncreas,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en los bosques boreales?,Alce,Camello,León,Mono,Media,Naturaleza
¿Dónde se encuentra el desierto de Sonora?,México y EEUU,Sudán,China,Australia,Muy Difícil,Geografía
¿Qué elemento tiene símbolo In?,Indio,Iridio,Yodo,Hierro,Muy Difícil,Ciencia
¿Qué cultura construyó Palenque?,Maya,Azteca,Olmeca,Inca,Muy Difícil,Historia
¿Qué animal puede entrar en criptobiosis?,Tardígrado,Escarabajo,Rata,Serpiente,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Chukchi?,Ártico,Pacífico,Atlántico,Índico,Muy Difícil,Geografía
¿Qué científico descubrió los rayos X?,Röntgen,Curie,Becquerel,Fermi,Muy Difícil,Ciencia
¿Qué imperio construyó Persépolis?,Persa,Asirio,Babilónico,Medo,Muy Difícil,Historia
¿Qué animal tiene electrorecepción?,Tiburón,Delfín,Foca,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Namib?,Namibia,Chad,Níger,Egipto,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Suiza?,Berna,Zúrich,Ginebra,Basilea,Fácil,Geografía
¿Qué animal es un marsupial?,Koala,Canguro,León,Elefante,Fácil,Naturaleza
¿Cuántos días tiene febrero en un año común?,28,29,30,27,Fácil,Ciencia
¿Quién pintó La Escuela de Atenas?,Rafael,Leonardo da Vinci,Michelangelo,Caravaggio,Fácil,Historia
¿Qué planeta tiene el mayor diámetro?,Júpiter,Saturno,Urano,Neptuno,Fácil,Ciencia
¿En qué continente está Paraguay?,América del Sur,Europa,Asia,África,Fácil,Geografía
¿Qué animal produce cera?,Abeja,Gusano de seda,Cangrejo,Oruga,Fácil,Naturaleza
¿Cuál es el estado líquido del mercurio?,Mercurio,Hielo,Vapor,Plasma,Fácil,Ciencia
¿En qué país se encuentra Chichén Itzá?,México,Guatemala,Belice,Honduras,Fácil,Historia
¿Qué sentido usamos para tocar?,Tacto,Vista,Oído,Gusto,Fácil,Ciencia
